ATM_ID,Date,Day_of_Week,Time_of_Day,Total_Withdrawals,Total_Deposits,Location_Type,Holiday_Flag,Special_Event_Flag,Previous_Day_Cash_Level,Weather_Condition,Nearby_Competitor_ATMs,Cash_Demand_Next_Day
ATM_0037,2023-10-05,Thursday,Afternoon,28009,18498,Bank Branch,0,0,111268,Cloudy,1,19358
ATM_0030,2023-08-19,Saturday,Night,43213,6162,Supermarket,0,0,57120,Clear,4,41148
ATM_0047,2022-12-11,Sunday,Evening,51535,0,Supermarket,0,1,103396,Clear,4,59249
ATM_0028,2023-05-07,Sunday,Evening,57828,8606,Gas Station,0,0,111254,Clear,0,61029
ATM_0039,2023-08-27,Sunday,Evening,35328,0,Bank Branch,0,0,91055,Clear,0,28377
ATM_0047,2022-09-08,Thursday,Night,71856,4380,Mall,0,1,87576,Clear,2,73681
ATM_0006,2023-11-10,Friday,Evening,21261,7807,Standalone,0,0,98950,Rainy,4,15690
ATM_0020,2022-06-03,Friday,Morning,89718,12269,Bank Branch,0,0,90695,Clear,0,71437
ATM_0024,2022-07-28,Thursday,Evening,41579,10199,Bank Branch,0,0,115669,Cloudy,0,30001
ATM_0029,2022-11-26,Saturday,Night,72739,2867,Supermarket,0,0,58643,Snowy,2,72842
ATM_0038,2023-12-22,Friday,Evening,32706,8196,Gas Station,0,0,95606,Rainy,5,23299
ATM_0004,2022-04-08,Friday,Morning,61626,17556,Supermarket,0,0,90886,Clear,1,58835
ATM_0046,2023-07-07,Friday,Morning,61055,2142,Supermarket,0,0,67089,Rainy,5,49123
ATM_0015,2023-06-10,Saturday,Night,44130,5555,Supermarket,0,1,89665,Snowy,0,42089
ATM_0010,2023-02-05,Sunday,Afternoon,46707,13600,Mall,0,0,91846,Clear,3,36066
ATM_0017,2023-12-07,Thursday,Evening,38462,5329,Bank Branch,0,0,67739,Snowy,5,39833
ATM_0013,2023-02-26,Sunday,Evening,51042,7156,Bank Branch,0,1,119325,Rainy,2,51626
ATM_0030,2022-01-18,Tuesday,Morning,77193,5301,Standalone,0,0,95269,Clear,4,77581
ATM_0009,2023-07-19,Wednesday,Evening,31762,10855,Mall,0,0,102673,Cloudy,0,28395
ATM_0041,2022-06-30,Thursday,Evening,24555,11793,Standalone,0,0,123148,Snowy,5,21992
ATM_0026,2022-04-28,Thursday,Morning,67242,13341,Mall,0,0,77410,Rainy,1,66628
ATM_0004,2022-09-28,Wednesday,Night,23083,4393,Gas Station,0,0,117763,Clear,1,21234
ATM_0036,2022-09-06,Tuesday,Afternoon,63140,10476,Gas Station,0,0,115620,Clear,5,64116
ATM_0048,2022-06-29,Wednesday,Afternoon,62657,8243,Bank Branch,0,0,100355,Cloudy,0,54980
ATM_0023,2022-04-02,Saturday,Afternoon,40272,5389,Mall,0,0,85683,Snowy,4,42901
ATM_0046,2023-01-19,Thursday,Morning,29962,19238,Gas Station,0,0,106173,Cloudy,2,21401
ATM_0015,2022-09-22,Thursday,Evening,56996,9258,Gas Station,0,0,120355,Snowy,5,59912
ATM_0012,2022-05-28,Saturday,Night,43492,10978,Gas Station,0,1,83921,Snowy,3,41765
ATM_0002,2022-04-20,Wednesday,Morning,68247,8425,Standalone,0,0,92920,Snowy,3,55587
ATM_0047,2023-10-03,Tuesday,Afternoon,70908,5907,Standalone,0,0,103387,Rainy,2,64552
ATM_0016,2022-12-25,Sunday,Night,38363,9224,Mall,1,0,123769,Cloudy,4,42082
ATM_0011,2022-06-17,Friday,Evening,38465,10563,Mall,0,0,76088,Rainy,3,33963
ATM_0043,2022-07-07,Thursday,Night,40062,10504,Gas Station,0,1,133093,Cloudy,3,31321
ATM_0046,2023-02-01,Wednesday,Evening,73090,12185,Gas Station,0,1,87145,Rainy,2,63748
ATM_0005,2023-09-29,Friday,Night,57058,8537,Gas Station,0,0,60219,Cloudy,4,62313
ATM_0018,2023-10-01,Sunday,Evening,64039,15474,Gas Station,0,0,136758,Clear,5,66290
ATM_0011,2023-08-16,Wednesday,Morning,56332,8756,Bank Branch,0,0,116699,Clear,3,53602
ATM_0007,2023-06-07,Wednesday,Evening,49330,9172,Supermarket,0,0,85689,Snowy,1,45508
ATM_0009,2022-08-29,Monday,Evening,58061,12939,Standalone,0,0,111701,Snowy,0,54592
ATM_0020,2023-03-06,Monday,Night,63079,6964,Supermarket,0,0,88216,Clear,1,49274
ATM_0006,2022-12-11,Sunday,Night,36804,15416,Standalone,0,0,126459,Snowy,1,27081
ATM_0023,2022-09-20,Tuesday,Afternoon,50249,14419,Mall,0,1,132186,Snowy,2,42909
ATM_0042,2022-04-01,Friday,Morning,24717,2996,Mall,0,0,90297,Cloudy,1,19353
ATM_0035,2023-07-18,Tuesday,Morning,26830,24370,Supermarket,0,0,105323,Rainy,0,326
ATM_0043,2023-03-16,Thursday,Afternoon,51675,4510,Standalone,0,0,105214,Snowy,4,44139
ATM_0033,2022-07-03,Sunday,Morning,33946,13974,Supermarket,0,0,138880,Cloudy,4,20233
ATM_0002,2023-02-19,Sunday,Night,55507,9567,Standalone,0,0,121819,Clear,2,60862
ATM_0007,2022-04-14,Thursday,Morning,74941,16505,Bank Branch,0,0,78672,Snowy,2,49778
ATM_0013,2023-11-04,Saturday,Evening,48995,11939,Mall,0,0,116411,Rainy,1,42675
ATM_0002,2022-05-02,Monday,Night,45058,3179,Mall,0,0,107164,Cloudy,0,33276
ATM_0016,2023-05-24,Wednesday,Afternoon,78257,7615,Mall,0,0,113736,Cloudy,0,74579
ATM_0004,2022-07-27,Wednesday,Afternoon,50103,5382,Mall,0,1,54366,Rainy,0,60113
ATM_0039,2023-04-03,Monday,Morning,33322,9484,Mall,0,0,89619,Snowy,0,30525
ATM_0001,2022-08-03,Wednesday,Evening,70375,15317,Gas Station,0,0,112122,Rainy,0,64346
ATM_0049,2023-12-08,Friday,Night,27865,15609,Mall,0,0,69249,Cloudy,5,22055
ATM_0036,2023-03-01,Wednesday,Morning,38567,0,Mall,0,0,101976,Cloudy,1,35924
ATM_0049,2022-12-30,Friday,Morning,38183,9331,Supermarket,0,0,99818,Snowy,5,31524
ATM_0030,2023-06-21,Wednesday,Evening,23638,11555,Standalone,0,1,42874,Clear,0,18630
ATM_0014,2023-03-25,Saturday,Evening,45657,13582,Bank Branch,0,0,123114,Rainy,5,35662
ATM_0008,2022-01-24,Monday,Night,6863,9408,Bank Branch,1,0,99856,Cloudy,4,3982
ATM_0048,2022-01-04,Tuesday,Night,12761,5754,Bank Branch,0,0,129307,Clear,5,8367
ATM_0015,2023-04-25,Tuesday,Morning,15508,19005,Gas Station,0,0,106646,Clear,4,1739
ATM_0045,2023-06-09,Friday,Morning,59891,10390,Supermarket,0,0,105418,Rainy,1,64979
ATM_0013,2023-11-25,Saturday,Night,51614,6957,Standalone,0,0,99067,Clear,4,40376
ATM_0013,2023-05-12,Friday,Evening,54103,3275,Bank Branch,0,0,121656,Cloudy,4,55516
ATM_0007,2022-01-08,Saturday,Afternoon,45395,12923,Standalone,0,0,78157,Snowy,2,36370
ATM_0030,2023-05-28,Sunday,Morning,27902,6674,Mall,0,0,125878,Snowy,5,25710
ATM_0019,2022-07-18,Monday,Afternoon,52692,19244,Bank Branch,0,0,108088,Rainy,1,33382
ATM_0008,2023-02-05,Sunday,Morning,13811,11152,Gas Station,0,0,84506,Cloudy,4,6895
ATM_0023,2023-04-12,Wednesday,Evening,82140,17197,Gas Station,0,0,85163,Clear,3,81207
ATM_0029,2023-11-30,Thursday,Evening,48089,10145,Mall,0,0,79502,Clear,1,42657
ATM_0037,2023-01-09,Monday,Afternoon,68516,12139,Mall,0,0,84531,Clear,3,70296
ATM_0020,2022-05-29,Sunday,Night,59725,22635,Mall,0,0,92823,Clear,1,33648
ATM_0013,2023-01-08,Sunday,Morning,48316,10147,Supermarket,0,0,96126,Rainy,2,32315
ATM_0014,2023-12-21,Thursday,Morning,86945,8467,Supermarket,0,0,111737,Rainy,4,82799
ATM_0009,2022-10-23,Sunday,Evening,67130,7362,Supermarket,0,0,49795,Clear,0,73342
ATM_0020,2022-04-20,Wednesday,Night,49420,20054,Supermarket,0,0,92398,Clear,0,31416
ATM_0021,2022-08-23,Tuesday,Morning,52971,12396,Bank Branch,0,0,89086,Clear,3,41680
ATM_0031,2023-01-09,Monday,Night,61680,5487,Standalone,0,0,90362,Rainy,1,58141
ATM_0043,2023-09-22,Friday,Evening,50395,10942,Bank Branch,0,0,110086,Clear,0,48733
ATM_0001,2022-11-30,Wednesday,Morning,55787,2978,Mall,0,0,88325,Snowy,3,43793
ATM_0027,2022-09-23,Friday,Afternoon,62902,6706,Gas Station,0,0,104326,Cloudy,0,48894
ATM_0021,2023-04-29,Saturday,Afternoon,51748,13731,Supermarket,0,0,118015,Clear,1,38260
ATM_0035,2022-03-20,Sunday,Night,67912,17636,Gas Station,0,0,90357,Clear,1,51345
ATM_0015,2023-08-30,Wednesday,Evening,53549,6306,Supermarket,0,0,89197,Clear,2,41506
ATM_0024,2022-09-23,Friday,Afternoon,38998,9944,Gas Station,0,0,84595,Clear,5,33011
ATM_0039,2023-04-18,Tuesday,Afternoon,58152,15628,Bank Branch,0,0,104862,Clear,1,42196
ATM_0019,2022-10-27,Thursday,Night,40696,11468,Standalone,0,0,106531,Cloudy,3,27622
ATM_0030,2022-05-25,Wednesday,Morning,42300,8778,Standalone,0,0,111117,Clear,0,32657
ATM_0030,2022-07-28,Thursday,Morning,47933,5821,Supermarket,0,0,123478,Snowy,3,49837
ATM_0017,2023-10-30,Monday,Night,34729,5256,Supermarket,0,1,101462,Rainy,3,41061
ATM_0043,2022-03-04,Friday,Afternoon,32918,6730,Mall,0,0,75515,Snowy,1,28133
ATM_0034,2022-01-17,Monday,Afternoon,29634,10701,Gas Station,0,0,86868,Clear,2,28248
ATM_0033,2022-11-29,Tuesday,Night,63614,5878,Bank Branch,0,0,115872,Rainy,4,67516
ATM_0012,2022-12-07,Wednesday,Evening,36912,14319,Gas Station,0,0,111949,Cloudy,1,26463
ATM_0029,2022-07-10,Sunday,Evening,52353,5753,Mall,0,0,127419,Cloudy,2,44390
ATM_0009,2022-01-11,Tuesday,Night,13970,0,Gas Station,0,0,72075,Rainy,3,14092
ATM_0005,2023-12-25,Monday,Afternoon,73597,17726,Standalone,1,0,108660,Cloudy,3,62760
ATM_0027,2023-12-10,Sunday,Afternoon,54698,3027,Standalone,0,0,102013,Rainy,4,55963
ATM_0028,2023-06-01,Thursday,Night,36613,14687,Supermarket,0,0,129648,Clear,2,20675
ATM_0034,2023-06-20,Tuesday,Night,64069,15379,Supermarket,0,0,102915,Rainy,0,56448
ATM_0045,2022-12-09,Friday,Evening,48177,5699,Bank Branch,0,0,98357,Snowy,0,51134
ATM_0044,2023-06-22,Thursday,Afternoon,64801,13685,Gas Station,0,0,94021,Cloudy,5,50631
ATM_0006,2022-12-02,Friday,Night,72643,12170,Gas Station,0,1,99682,Clear,2,79874
ATM_0013,2023-11-30,Thursday,Evening,36682,9558,Gas Station,0,0,95924,Cloudy,4,30248
ATM_0039,2023-04-20,Thursday,Night,37942,12929,Standalone,0,0,126125,Rainy,3,26431
ATM_0005,2023-08-24,Thursday,Morning,31596,5124,Bank Branch,0,0,115155,Snowy,1,27868
ATM_0012,2023-05-04,Thursday,Afternoon,43935,5916,Gas Station,0,0,114479,Rainy,3,42350
ATM_0047,2022-07-31,Sunday,Afternoon,45705,2816,Mall,0,0,111021,Rainy,5,40695
ATM_0010,2023-05-09,Tuesday,Morning,67889,4018,Mall,0,0,53671,Cloudy,2,56306
ATM_0042,2023-05-17,Wednesday,Night,59342,8480,Supermarket,0,0,95646,Cloudy,0,61400
ATM_0028,2022-06-18,Saturday,Morning,38709,17380,Standalone,0,0,70475,Snowy,0,35736
ATM_0019,2022-10-02,Sunday,Night,56673,13210,Supermarket,0,0,84806,Clear,2,52903
ATM_0012,2022-04-17,Sunday,Night,35137,6966,Supermarket,0,0,117746,Rainy,1,22571
ATM_0002,2022-07-04,Monday,Night,50521,1014,Supermarket,0,0,134941,Clear,0,54456
ATM_0018,2022-07-08,Friday,Night,42049,7986,Standalone,0,0,105115,Clear,0,34723
ATM_0028,2023-07-14,Friday,Morning,59376,14129,Mall,0,0,114860,Clear,1,59268
ATM_0006,2023-02-14,Tuesday,Afternoon,64014,3090,Gas Station,0,0,134995,Clear,2,60183
ATM_0044,2022-01-12,Wednesday,Morning,26618,19624,Standalone,0,0,93834,Rainy,1,15152
ATM_0027,2023-04-15,Saturday,Afternoon,45495,4107,Standalone,0,1,91655,Cloudy,4,52976
ATM_0015,2022-04-26,Tuesday,Night,70561,13689,Bank Branch,0,0,87103,Cloudy,3,48388
ATM_0016,2023-07-23,Sunday,Morning,39973,32395,Supermarket,0,0,120372,Clear,5,20783
ATM_0026,2022-11-29,Tuesday,Evening,62916,15497,Mall,0,0,137632,Snowy,4,48565
ATM_0047,2023-09-20,Wednesday,Evening,33352,4981,Mall,0,0,81121,Rainy,5,33898
ATM_0039,2022-08-19,Friday,Afternoon,54851,7165,Gas Station,0,0,141451,Cloudy,1,57791
ATM_0035,2022-03-31,Thursday,Afternoon,78570,9967,Supermarket,0,0,139106,Cloudy,1,65971
ATM_0023,2023-10-30,Monday,Morning,72322,8910,Standalone,0,1,87107,Cloudy,0,76285
ATM_0009,2023-03-17,Friday,Night,50945,12618,Gas Station,0,0,75749,Snowy,1,48170
ATM_0030,2022-06-20,Monday,Evening,56170,14787,Standalone,0,1,75512,Cloudy,2,51146
ATM_0040,2023-10-04,Wednesday,Evening,42285,14499,Mall,0,0,85592,Clear,4,37342
ATM_0035,2023-03-22,Wednesday,Evening,41668,7537,Mall,0,0,109200,Cloudy,2,35187
ATM_0049,2023-02-27,Monday,Morning,66680,18356,Bank Branch,0,0,120543,Clear,5,45730
ATM_0046,2022-04-16,Saturday,Afternoon,49747,13210,Supermarket,0,0,74252,Rainy,0,37107
ATM_0024,2022-11-03,Thursday,Afternoon,83609,5937,Supermarket,0,0,83450,Snowy,4,81630
ATM_0037,2022-02-05,Saturday,Afternoon,34341,15433,Bank Branch,0,0,113425,Snowy,1,22694
ATM_0016,2022-07-31,Sunday,Afternoon,70479,8983,Mall,0,1,123751,Rainy,2,86443
ATM_0005,2022-02-11,Friday,Afternoon,47754,5161,Standalone,0,1,93934,Snowy,2,59194
ATM_0004,2022-04-27,Wednesday,Afternoon,35479,7172,Standalone,0,0,104018,Clear,1,34253
ATM_0026,2023-08-18,Friday,Evening,57674,2049,Bank Branch,0,0,99652,Rainy,1,49355
ATM_0011,2022-10-29,Saturday,Afternoon,51990,7247,Gas Station,0,1,127642,Cloudy,1,49781
ATM_0001,2023-07-05,Wednesday,Morning,67820,5187,Standalone,0,0,101640,Rainy,0,70814
ATM_0009,2022-10-03,Monday,Evening,47744,6955,Mall,0,0,76485,Clear,3,50300
ATM_0050,2022-12-08,Thursday,Night,49377,13325,Standalone,0,1,122015,Rainy,0,50370
ATM_0008,2022-05-27,Friday,Afternoon,39088,3897,Gas Station,0,0,91427,Clear,3,40264
ATM_0030,2022-11-13,Sunday,Evening,66030,12744,Standalone,0,0,92118,Clear,3,57667
ATM_0012,2023-09-02,Saturday,Evening,36011,19294,Mall,0,0,105189,Cloudy,2,26634
ATM_0040,2022-04-11,Monday,Afternoon,50281,12586,Bank Branch,0,0,112584,Clear,5,39506
ATM_0015,2022-04-13,Wednesday,Night,42387,14170,Standalone,0,0,118236,Cloudy,1,37203
ATM_0028,2022-10-08,Saturday,Night,39968,2915,Standalone,0,0,111627,Cloudy,2,38581
ATM_0025,2022-04-16,Saturday,Afternoon,43291,16093,Mall,0,0,92143,Cloudy,0,38175
ATM_0029,2022-08-23,Tuesday,Morning,66609,20301,Mall,0,0,78639,Rainy,5,35384
ATM_0048,2023-06-30,Friday,Evening,54380,23743,Standalone,0,0,101331,Snowy,0,31984
ATM_0013,2022-06-20,Monday,Morning,50926,1463,Mall,0,0,122645,Rainy,2,49225
ATM_0023,2022-01-11,Tuesday,Evening,68111,8217,Mall,0,0,86126,Rainy,0,56202
ATM_0038,2023-10-18,Wednesday,Morning,63188,11372,Standalone,0,0,96341,Clear,4,59748
ATM_0029,2023-05-12,Friday,Night,56967,8201,Bank Branch,0,0,94173,Rainy,2,47632
ATM_0045,2022-09-15,Thursday,Afternoon,57055,13273,Bank Branch,0,1,111304,Rainy,5,51788
ATM_0017,2023-10-06,Friday,Evening,36315,7687,Supermarket,0,0,106857,Rainy,5,37310
ATM_0001,2022-11-06,Sunday,Night,77276,7579,Gas Station,0,0,116095,Cloudy,5,78121
ATM_0025,2023-08-12,Saturday,Afternoon,72730,13821,Bank Branch,0,0,75174,Rainy,4,61156
ATM_0038,2023-07-26,Wednesday,Night,41412,4255,Standalone,0,0,83620,Clear,1,33603
ATM_0022,2023-04-24,Monday,Evening,60552,14972,Gas Station,0,0,100357,Snowy,5,43485
ATM_0033,2023-01-03,Tuesday,Afternoon,87129,5921,Supermarket,0,0,80502,Snowy,5,68761
ATM_0028,2023-12-29,Friday,Night,75106,17331,Bank Branch,0,0,112661,Rainy,0,71314
ATM_0048,2023-06-05,Monday,Evening,32315,7184,Gas Station,0,0,122442,Rainy,2,31938
ATM_0020,2022-08-10,Wednesday,Evening,57119,10258,Standalone,0,0,85943,Cloudy,1,57603
ATM_0036,2022-06-12,Sunday,Afternoon,48586,5571,Bank Branch,0,0,94743,Clear,0,53006
ATM_0035,2022-07-07,Thursday,Evening,36373,3417,Gas Station,0,0,113479,Snowy,3,39456
ATM_0012,2023-07-20,Thursday,Night,27230,16424,Bank Branch,0,0,96881,Snowy,1,16108
ATM_0042,2022-01-14,Friday,Morning,55686,7336,Bank Branch,0,0,100400,Rainy,2,39561
ATM_0006,2022-10-22,Saturday,Afternoon,61101,8989,Supermarket,0,0,81258,Clear,4,61723
ATM_0045,2023-11-02,Thursday,Night,75275,0,Gas Station,0,0,121820,Cloudy,0,69504
ATM_0009,2023-02-24,Friday,Night,53752,1158,Mall,0,0,111689,Snowy,0,48558
ATM_0038,2023-01-05,Thursday,Night,30223,13004,Bank Branch,0,0,102789,Cloudy,2,28496
ATM_0042,2022-02-10,Thursday,Morning,61736,13345,Bank Branch,0,0,91581,Clear,5,40710
ATM_0049,2022-03-28,Monday,Afternoon,46845,5163,Bank Branch,0,0,107809,Rainy,4,47798
ATM_0040,2022-07-01,Friday,Afternoon,66126,10567,Bank Branch,0,0,104821,Cloudy,0,56520
ATM_0006,2023-08-30,Wednesday,Afternoon,52161,13948,Gas Station,0,0,86572,Clear,3,34375
ATM_0002,2023-06-26,Monday,Afternoon,75051,10154,Gas Station,0,0,149538,Clear,2,72639
ATM_0026,2022-10-15,Saturday,Night,45158,13534,Mall,0,1,125345,Cloudy,0,43401
ATM_0031,2023-03-23,Thursday,Afternoon,44206,10331,Gas Station,0,0,115697,Snowy,0,39087
ATM_0001,2023-08-10,Thursday,Evening,47349,13984,Bank Branch,0,0,124093,Rainy,2,38164
ATM_0028,2022-04-03,Sunday,Night,48355,14234,Gas Station,0,0,89679,Rainy,5,34396
ATM_0008,2022-07-30,Saturday,Afternoon,40822,5938,Gas Station,0,0,118983,Snowy,2,31236
ATM_0046,2022-04-06,Wednesday,Night,31823,14117,Standalone,0,0,100344,Rainy,5,22503
ATM_0007,2023-02-03,Friday,Evening,70004,15707,Standalone,0,0,128701,Snowy,0,47999
ATM_0048,2022-07-21,Thursday,Night,71912,4737,Bank Branch,0,0,58263,Cloudy,4,69918
ATM_0024,2023-05-04,Thursday,Night,41605,9099,Mall,0,0,109854,Rainy,2,36150
ATM_0039,2022-10-27,Thursday,Afternoon,45439,5507,Supermarket,0,1,94584,Snowy,3,44093
ATM_0005,2023-04-30,Sunday,Evening,70141,8647,Standalone,0,0,135419,Cloudy,0,55930
ATM_0006,2023-05-22,Monday,Afternoon,71474,9737,Bank Branch,0,0,123066,Rainy,0,74696
ATM_0011,2022-10-21,Friday,Afternoon,68126,6129,Gas Station,0,0,86478,Snowy,0,77688
ATM_0050,2023-05-24,Wednesday,Afternoon,60689,10759,Bank Branch,0,0,86278,Cloudy,2,55547
ATM_0013,2023-05-29,Monday,Night,44717,9647,Supermarket,0,0,68702,Clear,1,36338
ATM_0023,2022-10-28,Friday,Evening,61484,9880,Bank Branch,0,0,85168,Rainy,3,51211
ATM_0036,2023-08-05,Saturday,Morning,33535,12539,Standalone,0,0,86791,Rainy,1,18838
ATM_0034,2023-03-21,Tuesday,Evening,38308,2713,Mall,0,0,134519,Clear,4,32843
ATM_0022,2022-08-21,Sunday,Evening,49947,12529,Standalone,0,0,119466,Snowy,1,31543
ATM_0006,2023-02-05,Sunday,Evening,38660,9055,Bank Branch,0,0,103213,Clear,0,37044
ATM_0038,2022-08-14,Sunday,Night,49899,13677,Supermarket,0,0,109741,Cloudy,0,40054
ATM_0020,2023-05-16,Tuesday,Night,27377,19143,Mall,0,0,82968,Cloudy,4,9915
ATM_0034,2022-09-26,Monday,Evening,41689,10891,Bank Branch,0,0,128015,Cloudy,5,40857
ATM_0025,2022-03-26,Saturday,Night,56839,5982,Standalone,0,0,155064,Snowy,3,41819
ATM_0030,2022-05-15,Sunday,Night,71181,7654,Bank Branch,0,0,133258,Clear,2,55496
ATM_0043,2022-11-01,Tuesday,Morning,36940,17150,Supermarket,0,0,104020,Clear,0,25066
ATM_0010,2023-04-09,Sunday,Night,33010,16378,Bank Branch,0,0,71821,Clear,0,26298
ATM_0050,2023-06-14,Wednesday,Evening,34292,10165,Standalone,0,0,96657,Cloudy,5,32180
ATM_0036,2023-01-30,Monday,Morning,60023,15470,Standalone,0,1,136400,Snowy,3,65331
ATM_0049,2023-03-15,Wednesday,Morning,49679,4278,Standalone,0,0,86425,Rainy,5,44696
ATM_0016,2023-03-31,Friday,Evening,31877,2550,Gas Station,0,0,100974,Rainy,1,29956
ATM_0002,2023-02-10,Friday,Night,67128,20044,Gas Station,0,0,97903,Clear,3,44189
ATM_0031,2023-12-19,Tuesday,Morning,47921,0,Supermarket,0,1,91052,Rainy,5,63815
ATM_0012,2023-03-07,Tuesday,Night,62780,17819,Gas Station,0,1,83395,Snowy,0,47427
ATM_0040,2022-01-17,Monday,Night,56933,15234,Supermarket,0,0,100224,Cloudy,2,53731
ATM_0014,2023-05-30,Tuesday,Evening,15750,5262,Supermarket,0,0,94916,Clear,3,9245
ATM_0031,2022-07-30,Saturday,Night,32667,0,Bank Branch,0,0,120540,Rainy,5,34025
ATM_0033,2023-12-12,Tuesday,Night,49943,8228,Gas Station,0,0,98336,Snowy,5,50533
ATM_0021,2022-01-23,Sunday,Evening,58492,14834,Supermarket,0,0,106453,Clear,5,39618
ATM_0030,2022-03-02,Wednesday,Evening,66583,9675,Supermarket,0,0,104103,Clear,4,71091
ATM_0026,2023-12-01,Friday,Night,31976,3316,Mall,1,0,108947,Rainy,1,29238
ATM_0004,2022-03-13,Sunday,Night,43904,17603,Bank Branch,0,0,125235,Clear,3,31063
ATM_0013,2023-08-18,Friday,Afternoon,62750,13009,Supermarket,0,0,99170,Clear,5,48844
ATM_0037,2023-07-04,Tuesday,Afternoon,32935,11384,Gas Station,0,0,134074,Rainy,3,21739
ATM_0045,2022-11-27,Sunday,Afternoon,48371,15158,Bank Branch,0,0,71062,Cloudy,5,29581
ATM_0001,2023-07-01,Saturday,Night,71804,1999,Standalone,0,0,114130,Rainy,3,80647
ATM_0038,2022-10-26,Wednesday,Afternoon,36487,8404,Mall,0,0,90268,Rainy,0,27281
ATM_0044,2022-09-01,Thursday,Evening,48491,23642,Standalone,0,0,72731,Clear,0,26122
ATM_0019,2023-01-03,Tuesday,Night,20044,10489,Gas Station,0,0,103487,Cloudy,4,8486
ATM_0012,2022-03-07,Monday,Evening,68922,5251,Supermarket,0,0,129980,Clear,2,58513
ATM_0017,2023-09-14,Thursday,Afternoon,50569,10720,Standalone,0,0,93086,Snowy,5,38469
ATM_0016,2022-02-25,Friday,Afternoon,61577,8595,Mall,0,0,129979,Clear,3,54174
ATM_0031,2023-05-30,Tuesday,Morning,25561,11720,Gas Station,0,0,113961,Snowy,5,11219
ATM_0015,2023-11-26,Sunday,Morning,8682,8895,Standalone,0,0,81852,Clear,0,3212
ATM_0025,2023-10-29,Sunday,Evening,43304,14827,Supermarket,0,1,83873,Rainy,5,47563
ATM_0033,2022-04-06,Wednesday,Evening,61381,10035,Mall,0,0,112832,Cloudy,0,53419
ATM_0008,2023-05-03,Wednesday,Morning,56256,0,Supermarket,0,1,89388,Cloudy,5,57865
ATM_0020,2022-02-13,Sunday,Night,49184,11357,Mall,0,0,120185,Clear,4,43259
ATM_0041,2022-03-09,Wednesday,Night,35623,7124,Bank Branch,0,0,85374,Rainy,4,35700
ATM_0027,2023-07-18,Tuesday,Afternoon,13679,15083,Standalone,0,0,82584,Snowy,0,4946
ATM_0043,2022-01-20,Thursday,Night,62439,10774,Bank Branch,0,0,105786,Snowy,4,53513
ATM_0012,2023-10-19,Thursday,Night,67127,18173,Standalone,0,0,96063,Cloudy,4,52149
ATM_0001,2023-03-10,Friday,Morning,35927,11785,Supermarket,0,0,82081,Cloudy,0,29107
ATM_0011,2023-04-29,Saturday,Night,54065,6319,Gas Station,0,0,57532,Clear,4,52522
ATM_0009,2022-01-18,Tuesday,Afternoon,57766,6635,Supermarket,0,0,84409,Clear,5,51905
ATM_0049,2022-06-29,Wednesday,Night,56022,12122,Bank Branch,0,0,93568,Snowy,2,35202
ATM_0018,2022-08-12,Friday,Evening,26845,14837,Supermarket,0,0,118168,Rainy,5,21357
ATM_0017,2022-12-09,Friday,Night,60661,14468,Mall,0,0,132403,Clear,5,47597
ATM_0048,2022-10-30,Sunday,Afternoon,30376,10778,Standalone,0,0,105131,Snowy,1,20327
ATM_0027,2023-09-03,Sunday,Morning,60635,20504,Supermarket,0,0,64814,Rainy,1,34573
ATM_0030,2023-01-08,Sunday,Afternoon,56290,6007,Mall,0,0,61855,Snowy,4,51932
ATM_0029,2023-02-19,Sunday,Morning,46973,10173,Bank Branch,0,0,122370,Cloudy,0,42582
ATM_0009,2022-10-28,Friday,Afternoon,51471,15144,Gas Station,0,0,91364,Snowy,0,37886
ATM_0023,2022-12-30,Friday,Afternoon,30016,12389,Gas Station,0,0,129538,Clear,5,12840
ATM_0035,2023-03-27,Monday,Evening,41525,13145,Standalone,0,0,69531,Rainy,3,26945
ATM_0045,2022-10-06,Thursday,Afternoon,52704,8980,Mall,0,0,114318,Cloudy,3,46446
ATM_0016,2023-06-15,Thursday,Evening,55305,13583,Standalone,0,1,91745,Cloudy,3,47426
ATM_0010,2022-07-22,Friday,Afternoon,24159,10160,Bank Branch,0,0,121752,Cloudy,3,17760
ATM_0030,2023-09-11,Monday,Night,52307,6543,Standalone,0,0,96231,Rainy,2,57419
ATM_0038,2022-11-14,Monday,Night,56234,15079,Bank Branch,0,0,70659,Clear,2,50799
ATM_0012,2023-09-12,Tuesday,Night,46396,14655,Bank Branch,0,0,109862,Cloudy,4,26327
ATM_0040,2022-05-12,Thursday,Morning,64337,5951,Gas Station,0,0,83891,Clear,3,69131
ATM_0037,2023-08-21,Monday,Night,50304,2338,Bank Branch,0,0,94605,Snowy,3,49262
ATM_0040,2023-08-28,Monday,Afternoon,53793,13126,Supermarket,0,1,123289,Rainy,1,52065
ATM_0021,2023-07-21,Friday,Night,86381,9604,Gas Station,0,0,122328,Cloudy,5,82514
ATM_0032,2023-04-07,Friday,Afternoon,64456,10733,Standalone,0,1,106599,Cloudy,0,57574
ATM_0020,2022-05-05,Thursday,Afternoon,42859,9511,Standalone,0,0,123699,Clear,4,36986
ATM_0017,2023-09-15,Friday,Afternoon,77259,4978,Mall,0,0,91822,Rainy,4,60050
ATM_0006,2022-06-08,Wednesday,Afternoon,58658,13602,Gas Station,0,0,110725,Clear,0,55530
